graph,t,r,round,active,new,new_local,new_global,new_both
T=0.7,0.7,30,65,8787,308,308,0,0
T=0.7,0.7,30,66,9107,320,320,0,0
T=0.7,0.7,30,67,9440,333,332,1,0
T=0.7,0.7,30,68,9790,350,348,2,0
T=0.7,0.7,30,69,10163,373,372,1,0
T=0.7,0.7,30,70,10563,400,400,0,0
T=0.7,0.7,30,71,10993,430,428,2,0
T=0.7,0.7,30,72,11459,466,464,2,0
T=0.7,0.7,30,73,11967,508,508,0,0
T=0.7,0.7,30,74,12526,559,552,7,0
T=0.7,0.7,30,75,13150,624,624,0,0
T=0.7,0.7,30,76,13848,698,696,2,0
T=0.7,0.7,30,77,14633,785,776,9,0
T=0.7,0.7,30,78,15526,893,892,1,0
T=0.7,0.7,30,79,16543,1017,1012,5,0
T=0.7,0.7,30,80,17700,1157,1152,5,0
T=0.7,0.7,30,81,19028,1328,1307,21,0
T=0.7,0.7,30,82,20602,1574,1544,30,0
T=0.7,0.7,30,83,22556,1954,1897,57,0
T=0.7,0.7,30,84,25122,2566,2466,100,0
T=0.7,0.7,30,85,28718,3596,3415,181,0
T=0.7,0.7,30,86,34260,5542,5071,470,1
T=0.7,0.7,30,87,44360,10100,8530,1562,8
T=0.7,0.7,30,88,72620,28260,17969,10222,69
T=0.7,0.7,30,89,293972,221352,60600,156007,4745
T=0.7,0.7,30,90,999582,705610,100669,278988,325953
T=0.7,0.7,30,91,1000000,418,50,0,368
T=0.8,0.8,30,0,1,1,1,0,0
T=0.8,0.8,30,1,5,4,4,0,0
T=0.8,0.8,30,2,13,8,8,0,0
T=0.8,0.8,30,3,25,12,12,0,0
T=0.8,0.8,30,4,41,16,16,0,0
T=0.8,0.8,30,5,61,20,20,0,0
T=0.8,0.8,30,6,85,24,24,0,0
T=0.8,0.8,30,7,113,28,28,0,0
T=0.8,0.8,30,8,145,32,32,0,0
T=0.8,0.8,30,9,181,36,36,0,0
T=0.8,0.8,30,10,221,40,40,0,0
T=0.8,0.8,30,11,265,44,44,0,0
T=0.8,0.8,30,12,313,48,48,0,0
T=0.8,0.8,30,13,365,52,52,0,0
T=0.8,0.8,30,14,421,56,56,0,0
T=0.8,0.8,30,15,481,60,60,0,0
T=0.8,0.8,30,16,545,64,64,0,0
T=0.8,0.8,30,17,613,68,68,0,0
T=0.8,0.8,30,18,685,72,72,0,0
T=0.8,0.8,30,19,761,76,76,0,0
T=0.8,0.8,30,20,841,80,80,0,0
T=0.8,0.8,30,21,925,84,84,0,0
T=0.8,0.8,30,22,1013,88,88,0,0
T=0.8,0.8,30,23,1105,92,92,0,0
T=0.8,0.8,30,24,1201,96,96,0,0
T=0.8,0.8,30,25,1301,100,100,0,0
T=0.8,0.8,30,26,1405,104,104,0,0
T=0.8,0.8,30,27,1513,108,108,0,0
T=0.8,0.8,30,28,1625,112,112,0,0
T=0.8,0.8,30,29,1741,116,116,0,0
T=0.8,0.8,30,30,1861,120,120,0,0
T=0.8,0.8,30,31,1985,124,124,0,0
T=0.8,0.8,30,32,2113,128,128,0,0
T=0.8,0.8,30,33,2245,132,132,0,0
T=0.8,0.8,30,34,2381,136,136,0,0
T=0.8,0.8,30,35,2521,140,140,0,0
T=0.8,0.8,30,36,2665,144,144,0,0
T=0.8,0.8,30,37,2813,148,148,0,0
T=0.8,0.8,30,38,2965,152,152,0,0
T=0.8,0.8,30,39,3121,156,156,0,0
T=0.8,0.8,30,40,3281,160,160,0,0
T=0.8,0.8,30,41,3445,164,164,0,0
T=0.8,0.8,30,42,3613,168,168,0,0
T=0.8,0.8,30,43,3785,172,172,0,0
T=0.8,0.8,30,44,3961,176,176,0,0
T=0.8,0.8,30,45,4141,180,180,0,0
T=0.8,0.8,30,46,4325,184,184,0,0
T=0.8,0.8,30,47,4513,188,188,0,0
T=0.8,0.8,30,48,4705,192,192,0,0
T=0.8,0.8,30,49,4901,196,196,0,0
T=0.8,0.8,30,50,5101,200,200,0,0
T=0.8,0.8,30,51,5305,204,204,0,0
T=0.8,0.8,30,52,5513,208,208,0,0
T=0.8,0.8,30,53,5725,212,212,0,0
T=0.8,0.8,30,54,5941,216,216,0,0
T=0.8,0.8,30,55,6161,220,220,0,0
T=0.8,0.8,30,56,6385,224,224,0,0
T=0.8,0.8,30,57,6613,228,228,0,0
T=0.8,0.8,30,58,6845,232,232,0,0
T=0.8,0.8,30,59,7081,236,236,0,0
T=0.8,0.8,30,60,7321,240,240,0,0
T=0.8,0.8,30,61,7566,245,244,1,0
T=0.8,0.8,30,62,7818,252,252,0,0
T=0.8,0.8,30,63,8078,260,260,0,0
T=0.8,0.8,30,64,8346,268,268,0,0
T=0.8,0.8,30,65,8622,276,276,0,0
T=0.8,0.8,30,66,8906,284,284,0,0
T=0.8,0.8,30,67,9199,293,292,1,0
T=0.8,0.8,30,68,9503,304,304,0,0
T=0.8,0.8,30,69,9819,316,316,0,0
T=0.8,0.8,30,70,10147,328,328,0,0
T=0.8,0.8,30,71,10487,340,340,0,0
T=0.8,0.8,30,72,10840,353,352,1,0
T=0.8,0.8,30,73,11208,368,368,0,0
T=0.8,0.8,30,74,11592,384,384,0,0
T=0.8,0.8,30,75,11993,401,400,1,0
T=0.8,0.8,30,76,12413,420,420,0,0
T=0.8,0.8,30,77,12853,440,440,0,0
T=0.8,0.8,30,78,13314,461,460,1,0
T=0.8,0.8,30,79,13799,485,484,1,0
T=0.8,0.8,30,80,14314,515,512,3,0
T=0.8,0.8,30,81,14872,558,552,6,0
T=0.8,0.8,30,82,15497,625,616,9,0
T=0.8,0.8,30,83,16221,724,716,8,0
T=0.8,0.8,30,84,17075,854,848,6,0
T=0.8,0.8,30,85,18091,1016,1004,12,0
T=0.8,0.8,30,86,19318,1227,1208,19,0
T=0.8,0.8,30,87,20837,1519,1488,31,0
T=0.8,0.8,30,88,22775,1938,1892,46,0
T=0.8,0.8,30,89,25358,2583,2478,105,0
T=0.8,0.8,30,90,28974,3616,3467,147,2
T=0.8,0.8,30,91,34455,5481,5033,447,1
T=0.8,0.8,30,92,44230,9775,8323,1447,5
T=0.8,0.8,30,93,69574,25344,17166,8104,74
T=0.8,0.8,30,94,252853,183279,53349,126839,3091
T=0.8,0.8,30,95,999720,746867,89233,358827,298807
T=0.8,0.8,30,96,1000000,280,18,0,262
T=0.9,0.9,30,0,1,1,1,0,0
T=0.9,0.9,30,1,5,4,4,0,0
T=0.9,0.9,30,2,13,8,8,0,0
T=0.9,0.9,30,3,25,12,12,0,0
T=0.9,0.9,30,4,41,16,16,0,0
T=0.9,0.9,30,5,61,20,20,0,0
T=0.9,0.9,30,6,85,24,24,0,0
T=0.9,0.9,30,7,113,28,28,0,0
T=0.9,0.9,30,8,145,32,32,0,0
T=0.9,0.9,30,9,181,36,36,0,0
T=0.9,0.9,30,10,221,40,40,0,0
T=0.9,0.9,30,11,265,44,44,0,0
T=0.9,0.9,30,12,313,48,48,0,0
T=0.9,0.9,30,13,365,52,52,0,0
T=0.9,0.9,30,14,421,56,56,0,0
T=0.9,0.9,30,15,481,60,60,0,0
T=0.9,0.9,30,16,545,64,64,0,0
T=0.9,0.9,30,17,613,68,68,0,0
T=0.9,0.9,30,18,685,72,72,0,0
T=0.9,0.9,30,19,761,76,76,0,0
T=0.9,0.9,30,20,841,80,80,0,0
T=0.9,0.9,30,21,925,84,84,0,0
T=0.9,0.9,30,22,1013,88,88,0,0
T=0.9,0.9,30,23,1105,92,92,0,0
T=0.9,0.9,30,24,1201,96,96,0,0
T=0.9,0.9,30,25,1301,100,100,0,0
T=0.9,0.9,30,26,1405,104,104,0,0
T=0.9,0.9,30,27,1513,108,108,0,0
T=0.9,0.9,30,28,1625,112,112,0,0
T=0.9,0.9,30,29,1741,116,116,0,0
T=0.9,0.9,30,30,1861,120,120,0,0
T=0.9,0.9,30,31,1985,124,124,0,0
T=0.9,0.9,30,32,2113,128,128,0,0
T=0.9,0.9,30,33,2245,132,132,0,0
T=0.9,0.9,30,34,2381,136,136,0,0
T=0.9,0.9,30,35,2521,140,140,0,0
T=0.9,0.9,30,36,2665,144,144,0,0
T=0.9,0.9,30,37,2813,148,148,0,0
T=0.9,0.9,30,38,2965,152,152,0,0
T=0.9,0.9,30,39,3121,156,156,0,0
T=0.9,0.9,30,40,3281,160,160,0,0
T=0.9,0.9,30,41,3445,164,164,0,0
T=0.9,0.9,30,42,3613,168,168,0,0
T=0.9,0.9,30,43,3785,172,172,0,0
T=0.9,0.9,30,44,3961,176,176,0,0
T=0.9,0.9,30,45,4141,180,180,0,0
T=0.9,0.9,30,46,4325,184,184,0,0
T=0.9,0.9,30,47,4513,188,188,0,0
T=0.9,0.9,30,48,4705,192,192,0,0
T=0.9,0.9,30,49,4901,196,196,0,0
T=0.9,0.9,30,50,5101,200,200,0,0
T=0.9,0.9,30,51,5305,204,204,0,0
T=0.9,0.9,30,52,5513,208,208,0,0
T=0.9,0.9,30,53,5725,212,212,0,0
T=0.9,0.9,30,54,5941,216,216,0,0
T=0.9,0.9,30,55,6161,220,220,0,0
T=0.9,0.9,30,56,6385,224,224,0,0
T=0.9,0.9,30,57,6613,228,228,0,0
T=0.9,0.9,30,58,6845,232,232,0,0
T=0.9,0.9,30,59,7081,236,236,0,0
T=0.9,0.9,30,60,7321,240,240,0,0
T=0.9,0.9,30,61,7565,244,244,0,0
T=0.9,0.9,30,62,7813,248,248,0,0
T=0.9,0.9,30,63,8065,252,252,0,0
T=0.9,0.9,30,64,8321,256,256,0,0
T=0.9,0.9,30,65,8581,260,260,0,0
T=0.9,0.9,30,66,8845,264,264,0,0
T=0.9,0.9,30,67,9113,268,268,0,0
T=0.9,0.9,30,68,9385,272,272,0,0
T=0.9,0.9,30,69,9661,276,276,0,0
T=0.9,0.9,30,70,9941,280,280,0,0
T=0.9,0.9,30,71,10225,284,284,0,0
T=0.9,0.9,30,72,10513,288,288,0,0
T=0.9,0.9,30,73,10805,292,292,0,0
T=0.9,0.9,30,74,11101,296,296,0,0
T=0.9,0.9,30,75,11401,300,300,0,0
T=0.9,0.9,30,76,11707,306,304,2,0
T=0.9,0.9,30,77,12024,317,316,1,0
T=0.9,0.9,30,78,12357,333,332,1,0
T=0.9,0.9,30,79,12709,352,352,0,0
T=0.9,0.9,30,80,13081,372,372,0,0
T=0.9,0.9,30,81,13476,395,392,3,0
T=0.9,0.9,30,82,13904,428,424,4,0
T=0.9,0.9,30,83,14378,474,472,2,0
T=0.9,0.9,30,84,14912,534,528,6,0
T=0.9,0.9,30,85,15522,610,608,2,0
T=0.9,0.9,30,86,16224,702,696,6,0
T=0.9,0.9,30,87,17037,813,808,5,0
T=0.9,0.9,30,88,17983,946,940,6,0
T=0.9,0.9,30,89,19096,1113,1096,17,0
T=0.9,0.9,30,90,20433,1337,1320,17,0
T=0.9,0.9,30,91,22071,1638,1612,26,0
T=0.9,0.9,30,92,24137,2066,2008,58,0
T=0.9,0.9,30,93,26885,2748,2636,112,0
T=0.9,0.9,30,94,30795,3910,3704,204,2
T=0.9,0.9,30,95,36868,6073,5567,505,1
T=0.9,0.9,30,96,48032,11164,9380,1778,6
T=0.9,0.9,30,97,79265,31233,19902,11241,90
T=0.9,0.9,30,98,358472,279207,65023,207375,6809
T=0.9,0.9,30,99,1000000,641528,58838,182101,400589
T=0.95,0.95,30,0,1,1,1,0,0
T=0.95,0.95,30,1,5,4,4,0,0
T=0.95,0.95,30,2,13,8,8,0,0
T=0.95,0.95,30,3,25,12,12,0,0
T=0.95,0.95,30,4,41,16,16,0,0
T=0.95,0.95,30,5,61,20,20,0,0
T=0.95,0.95,30,6,85,24,24,0,0
T=0.95,0.95,30,7,113,28,28,0,0
T=0.95,0.95,30,8,145,32,32,0,0
T=0.95,0.95,30,9,181,36,36,0,0
T=0.95,0.95,30,10,221,40,40,0,0
T=0.95,0.95,30,11,265,44,44,0,0
T=0.95,0.95,30,12,313,48,48,0,0
T=0.95,0.95,30,13,365,52,52,0,0
T=0.95,0.95,30,14,421,56,56,0,0
T=0.95,0.95,30,15,481,60,60,0,0
T=0.95,0.95,30,16,545,64,64,0,0
T=0.95,0.95,30,17,613,68,68,0,0
T=0.95,0.95,30,18,685,72,72,0,0
T=0.95,0.95,30,19,761,76,76,0,0
T=0.95,0.95,30,20,841,80,80,0,0
T=0.95,0.95,30,21,925,84,84,0,0
T=0.95,0.95,30,22,1013,88,88,0,0
T=0.95,0.95,30,23,1105,92,92,0,0
T=0.95,0.95,30,24,1201,96,96,0,0
T=0.95,0.95,30,25,1301,100,100,0,0
T=0.95,0.95,30,26,1405,104,104,0,0
T=0.95,0.95,30,27,1513,108,108,0,0
T=0.95,0.95,30,28,1625,112,112,0,0
T=0.95,0.95,30,29,1741,116,116,0,0
T=0.95,0.95,30,30,1861,120,120,0,0
T=0.95,0.95,30,31,1985,124,124,0,0
T=0.95,0.95,30,32,2113,128,128,0,0
T=0.95,0.95,30,33,2245,132,132,0,0
T=0.95,0.95,30,34,2381,136,136,0,0
T=0.95,0.95,30,35,2521,140,140,0,0
T=0.95,0.95,30,36,2665,144,144,0,0
T=0.95,0.95,30,37,2813,148,148,0,0
T=0.95,0.95,30,38,2965,152,152,0,0
T=0.95,0.95,30,39,3121,156,156,0,0
T=0.95,0.95,30,40,3281,160,160,0,0
T=0.95,0.95,30,41,3445,164,164,0,0
T=0.95,0.95,30,42,3613,168,168,0,0
T=0.95,0.95,30,43,3785,172,172,0,0
T=0.95,0.95,30,44,3961,176,176,0,0
T=0.95,0.95,30,45,4141,180,180,0,0
T=0.95,0.95,30,46,4325,184,184,0,0
T=0.95,0.95,30,47,4513,188,188,0,0
T=0.95,0.95,30,48,4705,192,192,0,0
T=0.95,0.95,30,49,4901,196,196,0,0
T=0.95,0.95,30,50,5101,200,200,0,0
T=0.95,0.95,30,51,5305,204,204,0,0
T=0.95,0.95,30,52,5513,208,208,0,0
T=0.95,0.95,30,53,5725,212,212,0,0
T=0.95,0.95,30,54,5941,216,216,0,0
T=0.95,0.95,30,55,6161,220,220,0,0
T=0.95,0.95,30,56,6385,224,224,0,0
T=0.95,0.95,30,57,6613,228,228,0,0
T=0.95,0.95,30,58,6845,232,232,0,0
T=0.95,0.95,30,59,7081,236,236,0,0
T=0.95,0.95,30,60,7321,240,240,0,0
T=0.95,0.95,30,61,7565,244,244,0,0
T=0.95,0.95,30,62,7813,248,248,0,0
T=0.95,0.95,30,63,8065,252,252,0,0
T=0.95,0.95,30,64,8321,256,256,0,0
T=0.95,0.95,30,65,8582,261,260,1,0
T=0.95,0.95,30,66,8850,268,268,0,0
T=0.95,0.95,30,67,9126,276,276,0,0
T=0.95,0.95,30,68,9410,284,284,0,0
T=0.95,0.95,30,69,9702,292,292,0,0
T=0.95,0.95,30,70,10002,300,300,0,0
T=0.95,0.95,30,71,10310,308,308,0,0
T=0.95,0.95,30,72,10626,316,316,0,0
T=0.95,0.95,30,73,10950,324,324,0,0
T=0.95,0.95,30,74,11282,332,332,0,0
T=0.95,0.95,30,75,11623,341,340,1,0
T=0.95,0.95,30,76,11975,352,352,0,0
T=0.95,0.95,30,77,12339,364,364,0,0
T=0.95,0.95,30,78,12718,379,376,3,0
T=0.95,0.95,30,79,13119,401,400,1,0
T=0.95,0.95,30,80,13547,428,428,0,0
T=0.95,0.95,30,81,14003,456,456,0,0
T=0.95,0.95,30,82,14488,485,484,1,0
T=0.95,0.95,30,83,15007,519,516,3,0
T=0.95,0.95,30,84,15572,565,560,5,0
T=0.95,0.95,30,85,16197,625,624,1,0
T=0.95,0.95,30,86,16891,694,692,2,0
T=0.95,0.95,30,87,17661,770,768,2,0
T=0.95,0.95,30,88,18520,859,852,7,0
T=0.95,0.95,30,89,19490,970,964,6,0
T=0.95,0.95,30,90,20604,1114,1100,14,0
T=0.95,0.95,30,91,21915,1311,1292,19,0
T=0.95,0.95,30,92,23503,1588,1560,28,0
T=0.95,0.95,30,93,25505,2002,1939,62,1
T=0.95,0.95,30,94,28183,2678,2566,112,0
T=0.95,0.95,30,95,32052,3869,3631,237,1
T=0.95,0.95,30,96,38210,6158,5624,533,1
T=0.95,0.95,30,97,49815,11605,9693,1904,8
T=0.95,0.95,30,98,83396,33581,20919,12529,133
T=0.95,0.95,30,99,413538,330142,68964,252240,8938
T=0.95,0.95,30,100,1000000,586462,48244,120348,417870
T=0.99,0.99,30,0,1,1,1,0,0
T=0.99,0.99,30,1,5,4,4,0,0
T=0.99,0.99,30,2,13,8,8,0,0
T=0.99,0.99,30,3,25,12,12,0,0
T=0.99,0.99,30,4,41,16,16,0,0
T=0.99,0.99,30,5,61,20,20,0,0
T=0.99,0.99,30,6,85,24,24,0,0
T=0.99,0.99,30,7,113,28,28,0,0
T=0.99,0.99,30,8,145,32,32,0,0
T=0.99,0.99,30,9,181,36,36,0,0
T=0.99,0.99,30,10,221,40,40,0,0
T=0.99,0.99,30,11,265,44,44,0,0
T=0.99,0.99,30,12,313,48,48,0,0
T=0.99,0.99,30,13,365,52,52,0,0
T=0.99,0.99,30,14,421,56,56,0,0
T=0.99,0.99,30,15,481,60,60,0,0
T=0.99,0.99,30,16,545,64,64,0,0
T=0.99,0.99,30,17,613,68,68,0,0
T=0.99,0.99,30,18,685,72,72,0,0
T=0.99,0.99,30,19,761,76,76,0,0
T=0.99,0.99,30,20,841,80,80,0,0
T=0.99,0.99,30,21,925,84,84,0,0
T=0.99,0.99,30,22,1013,88,88,0,0
T=0.99,0.99,30,23,1105,92,92,0,0
T=0.99,0.99,30,24,1201,96,96,0,0
T=0.99,0.99,30,25,1301,100,100,0,0
T=0.99,0.99,30,26,1405,104,104,0,0
T=0.99,0.99,30,27,1513,108,108,0,0
T=0.99,0.99,30,28,1625,112,112,0,0
T=0.99,0.99,30,29,1741,116,116,0,0
T=0.99,0.99,30,30,1861,120,120,0,0
T=0.99,0.99,30,31,1985,124,124,0,0
T=0.99,0.99,30,32,2113,128,128,0,0
T=0.99,0.99,30,33,2245,132,132,0,0
T=0.99,0.99,30,34,2381,136,136,0,0
T=0.99,0.99,30,35,2521,140,140,0,0
T=0.99,0.99,30,36,2665,144,144,0,0
T=0.99,0.99,30,37,2813,148,148,0,0
T=0.99,0.99,30,38,2965,152,152,0,0
T=0.99,0.99,30,39,3121,156,156,0,0
T=0.99,0.99,30,40,3281,160,160,0,0
T=0.99,0.99,30,41,3445,164,164,0,0
T=0.99,0.99,30,42,3613,168,168,0,0
T=0.99,0.99,30,43,3785,172,172,0,0
T=0.99,0.99,30,44,3961,176,176,0,0
T=0.99,0.99,30,45,4141,180,180,0,0
T=0.99,0.99,30,46,4325,184,184,0,0
T=0.99,0.99,30,47,4513,188,188,0,0
T=0.99,0.99,30,48,4705,192,192,0,0
T=0.99,0.99,30,49,4901,196,196,0,0
T=0.99,0.99,30,50,5101,200,200,0,0
T=0.99,0.99,30,51,5305,204,204,0,0
T=0.99,0.99,30,52,5513,208,208,0,0
T=0.99,0.99,30,53,5725,212,212,0,0
T=0.99,0.99,30,54,5941,216,216,0,0
T=0.99,0.99,30,55,6161,220,220,0,0
T=0.99,0.99,30,56,6385,224,224,0,0
T=0.99,0.99,30,57,6613,228,228,0,0
T=0.99,0.99,30,58,6845,232,232,0,0
T=0.99,0.99,30,59,7081,236,236,0,0
T=0.99,0.99,30,60,7321,240,240,0,0
T=0.99,0.99,30,61,7565,244,244,0,0
T=0.99,0.99,30,62,7813,248,248,0,0
T=0.99,0.99,30,63,8066,253,252,1,0
T=0.99,0.99,30,64,8326,260,260,0,0
T=0.99,0.99,30,65,8594,268,268,0,0
T=0.99,0.99,30,66,8870,276,276,0,0
T=0.99,0.99,30,67,9154,284,284,0,0
T=0.99,0.99,30,68,9446,292,292,0,0
T=0.99,0.99,30,69,9746,300,300,0,0
T=0.99,0.99,30,70,10054,308,308,0,0
T=0.99,0.99,30,71,10370,316,316,0,0
T=0.99,0.99,30,72,10694,324,324,0,0
T=0.99,0.99,30,73,11026,332,332,0,0
T=0.99,0.99,30,74,11366,340,340,0,0
T=0.99,0.99,30,75,11714,348,348,0,0
T=0.99,0.99,30,76,12071,357,356,1,0
T=0.99,0.99,30,77,12439,368,368,0,0
T=0.99,0.99,30,78,12820,381,380,1,0
T=0.99,0.99,30,79,13216,396,396,0,0
T=0.99,0.99,30,80,13628,412,412,0,0
T=0.99,0.99,30,81,14056,428,428,0,0
T=0.99,0.99,30,82,14500,444,444,0,0
T=0.99,0.99,30,83,14961,461,460,1,0
T=0.99,0.99,30,84,15442,481,480,1,0
T=0.99,0.99,30,85,15948,506,504,2,0
T=0.99,0.99,30,86,16486,538,536,2,0
T=0.99,0.99,30,87,17066,580,576,4,0
T=0.99,0.99,30,88,17700,634,632,2,0
T=0.99,0.99,30,89,18401,701,696,5,0
T=0.99,0.99,30,90,19193,792,780,12,0
T=0.99,0.99,30,91,20111,918,912,6,0
T=0.99,0.99,30,92,21193,1082,1068,14,0
T=0.99,0.99,30,93,22490,1297,1278,19,0
T=0.99,0.99,30,94,24091,1601,1562,39,0
T=0.99,0.99,30,95,26154,2063,2002,61,0
T=0.99,0.99,30,96,28953,2799,2680,119,0
T=0.99,0.99,30,97,32986,4033,3814,219,0
T=0.99,0.99,30,98,39380,6394,5794,598,2
T=0.99,0.99,30,99,51660,12280,10109,2159,12
T=0.99,0.99,30,100,88692,37032,22646,14278,108
T=0.99,0.99,30,101,486094,397402,74314,310625,12463
T=0.99,0.99,30,102,1000000,513906,36991,65269,411646
